Provincia;Ano;%mujeres
25;2021;49.023826146677365
25;2023;48.978463810729814
26;1998;50.42253948506319
26;1999;50.403879658191855
26;2000;50.42887749926186
26;2001;50.25665680473372
26;2002;50.00958759152599
26;2003;49.895612234246144
26;2004;49.850963880457705
26;2005;49.60542572836816
26;2006;49.553654484507646
26;2007;49.58280469174801
26;2008;49.4987417362465
26;2009;49.58906068348969
26;2010;49.79017725602097
26;2011;49.967642550819775
26;2012;50.07122793247406
26;2013;50.26535042092743
26;2014;50.442316976069115
26;2015;50.565678293534525
26;2016;50.610524582480984
26;2017;50.69202012803561
26;2018;50.65874712916766
26;2019;50.700761999760104
26;2020;50.66330326275187
26;2021;50.64885114260341
26;2023;50.65490853162943
27;1998;51.31053348597284
27;1999;51.34356587288177
27;2000;51.426484947445296
27;2001;51.429866117404735
27;2002;51.4671818940688
27;2003;51.48400053257589
27;2004;51.51038353810273
27;2005;51.51373645578469
27;2006;51.49483307393542
27;2007;51.45449016825461
27;2008;51.3670408298153
27;2009;51.31040695955743
27;2010;51.349065357110526
27;2011;51.39703581486644
27;2012;51.40870502318703
27;2013;51.44203118452045
27;2014;51.473093934902614
27;2015;51.499177927197934
27;2016;51.51830313763829
27;2017;51.511236864348355
27;2018;51.514063146076225
27;2019;51.54966670408724
27;2020;51.56458685271355
27;2021;51.56880247106711
27;2023;51.55175021374182
28;1998;51.97883227506493
28;1999;51.95448295297187
28;2000;51.94833911193897
28;2001;51.888111029025396
28;2002;51.8123076767203
28;2003;51.723990206580176
28;2004;51.67881775673323
28;2005;51.58201270492676
28;2006;51.58845860720288
28;2007;51.59604511181022
28;2008;51.51732290671114
28;2009;51.543651944313794
28;2010;51.624231809452205
28;2011;51.72575535311449
28;2012;51.83177503939335
28;2013;51.90979179441436
28;2014;51.97660835022093
28;2015;52.042505541404715
28;2016;52.08546595668221
28;2017;52.12180875782827
28;2018;52.146029258693915
28;2019;52.16683870111838
28;2020;52.15565507866796
28;2021;52.161458668919295
28;2023;52.148248620513115
29;1998;51.157764916410066
29;1999;51.28194937698913
29;2000;51.23693065102971
29;2001;51.140035630912884
29;2002;51.039916993105315
29;2003;50.846976849057015
29;2004;50.76688663554911
29;2005;50.628350312953884
29;2006;50.54553550054416
29;2007;50.532413676761415
29;2008;50.55131548730506
29;2009;50.63657044143752
29;2010;50.69606109010118
29;2011;50.7250156381952
29;2012;50.732558323756415
29;2013;50.76355158109593
29;2014;50.82276592386533
29;2015;50.84221776542643
29;2016;50.86043191607674
29;2017;50.90496530450167
29;2018;50.95681549379967
29;2019;50.99552589534747
29;2020;51.03860206890006
29;2021;51.0526635492799
29;2023;51.06340363690565
30;1998;50.555212776261186
30;1999;50.50179997312417
30;2000;50.39492642657275
30;2001;49.95228406438963
30;2002;49.77673059259507
30;2003;49.59187854053245
30;2004;49.636207474507486
30;2005;49.31478852995077
30;2006;49.13347821581457
30;2007;49.26245423337263
30;2008;49.30268303474699
30;2009;49.42282166855626
30;2010;49.47759167539342
30;2011;49.5546807666851
30;2012;49.62680974384329
30;2013;49.74066760005951
30;2014;49.83092653621649
30;2015;49.87800622645316
30;2016;49.92275643804439
30;2017;49.92508194056478
30;2018;49.939905675244454
30;2019;49.955418643039884
30;2020;49.92896613467915
30;2021;49.92630817801415
30;2023;49.904104634964405
31;1998;50.512886690190065
31;1999;50.42629398392964
31;2000;50.37746640503019
31;2001;50.1821979890807
31;2002;50.0340573145983
31;2003;50.0197160201311
31;2004;50.05267352334566
31;2005;50.02510649196592
31;2006;50.00332295463835
31;2007;50.10035056678264
31;2008;49.98492851927135
31;2009;49.96875882127191
31;2010;50.00612317953163
31;2011;50.05754994540932
31;2012;50.12876881498559
31;2013;50.202567353063024
31;2014;50.29791351300739
31;2015;50.367383008887145
31;2016;50.387654980043614
31;2017;50.45799817795701
31;2018;50.5108454275628
31;2019;50.53132461243569
31;2020;50.51005978551022
31;2021;50.49936738232329
31;2023;50.51775515458873
32;1998;51.99784989975884
32;1999;52.015508361784626
32;2000;52.07058257854658
32;2001;52.03599295461998
32;2002;52.01211282027414
32;2003;52.02666175744346
32;2004;52.00730034268114
32;2005;51.99246072064908
32;2006;51.93417800756487
32;2007;51.910508538967015
32;2008;51.84514086623287
32;2009;51.896961643656034
32;2010;51.8684800085914
32;2011;51.81796631428597
32;2012;51.80268699830738
32;2013;51.81713005472509
32;2014;51.87919067432429
32;2015;51.93237246027683
32;2016;51.96933171988197
32;2017;51.97349845995893
32;2018;52.0111997361725
32;2019;52.04891256651205
32;2020;52.03717593347464
32;2021;52.00394465685745
32;2023;51.99421585381885
33;1998;51.97692067359687
33;1999;52.042305088747355
33;2000;52.032897162926226
33;2001;52.02426420193261
33;2002;52.031665659501044
33;2003;52.022120532164884
33;2004;52.03336682930373
33;2005;52.042335610490085
33;2006;52.05228731465248
33;2007;52.05970626926991
33;2008;52.01622385287806
33;2009;52.00209345160598
33;2010;52.007532685751066
33;2011;52.05018645624035
33;2012;52.06616172867008
33;2013;52.12855691770466
33;2014;52.16160775168683
33;2015;52.22972349507101
33;2016;52.249359298988686
33;2017;52.27728607868903
33;2018;52.27416838804797
33;2019;52.27444270629644
33;2020;52.289592298269305
33;2021;52.29602527001597
33;2023;52.310074988603404
34;1998;50.51190549094492
34;1999;50.565848494135345
34;2000;50.64660490365419
34;2001;50.64760777016549
34;2002;50.60723917672107
34;2003;50.619547892851635
34;2004;50.67015345709523
34;2005;50.67302315660831
34;2006;50.7291239539598
34;2007;50.65529400222759
34;2008;50.50445651296598
34;2009;50.40564088952488
34;2010;50.412729696829174
34;2011;50.417084139152315
34;2012;50.42556805867158
34;2013;50.462549199490994
34;2014;50.48177603827957
34;2015;50.47309302255548
34;2016;50.43305556230412
34;2017;50.46024848521942
34;2018;50.42861110253958
34;2019;50.42365511243633
34;2020;50.438807143169015
34;2021;50.452794379190934
34;2023;50.465166320692624
35;1998;49.9613467111758
35;1999;49.81533662820611
35;2000;49.71340080994212
35;2001;49.539780089513044
35;2002;49.48461521476031
35;2003;49.44467469574502
35;2004;49.46298757607929
