Provincias;Edad (grupos quinquenales);Espanoles/Extranjeros;Ano;%mujeres
47 Valladolid;TOTAL EDADES;TOTAL;2022;51.33626140257734
49 Zamora;TOTAL EDADES;TOTAL;1998;50.67616629548589
49 Zamora;TOTAL EDADES;TOTAL;1999;50.708038113852915
49 Zamora;TOTAL EDADES;TOTAL;2000;50.725663368867004
49 Zamora;TOTAL EDADES;TOTAL;2001;50.66664689952361
49 Zamora;TOTAL EDADES;TOTAL;2002;50.63185800137534
49 Zamora;TOTAL EDADES;TOTAL;2003;50.58090621369337
49 Zamora;TOTAL EDADES;TOTAL;2004;50.5828010719107
49 Zamora;TOTAL EDADES;TOTAL;2005;50.54608801030069
49 Zamora;TOTAL EDADES;TOTAL;2006;50.49622263180281
49 Zamora;TOTAL EDADES;TOTAL;2007;50.41143396015961
49 Zamora;TOTAL EDADES;TOTAL;2008;50.257325538355445
49 Zamora;TOTAL EDADES;TOTAL;2009;50.351876932512205
49 Zamora;TOTAL EDADES;TOTAL;2010;50.350129238880825
49 Zamora;TOTAL EDADES;TOTAL;2011;50.36120031233355
49 Zamora;TOTAL EDADES;TOTAL;2012;50.36845291526627
49 Zamora;TOTAL EDADES;TOTAL;2013;50.42439050300101
49 Zamora;TOTAL EDADES;TOTAL;2014;50.455692652832305
49 Zamora;TOTAL EDADES;TOTAL;2015;50.45247388735036
49 Zamora;TOTAL EDADES;TOTAL;2016;50.488897265057695
49 Zamora;TOTAL EDADES;TOTAL;2017;50.5039345223332
49 Zamora;TOTAL EDADES;TOTAL;2018;50.54741075571903
49 Zamora;TOTAL EDADES;TOTAL;2019;50.53813920331055
49 Zamora;TOTAL EDADES;TOTAL;2020;50.542242127230516
49 Zamora;TOTAL EDADES;TOTAL;2021;50.480960142243305
49 Zamora;TOTAL EDADES;TOTAL;2022;50.49068564423048
50 Zaragoza;TOTAL EDADES;TOTAL;1998;51.212448213653296
50 Zaragoza;TOTAL EDADES;TOTAL;1999;51.19486697980394
50 Zaragoza;TOTAL EDADES;TOTAL;2000;51.17935486305522
50 Zaragoza;TOTAL EDADES;TOTAL;2001;51.0131593523523
50 Zaragoza;TOTAL EDADES;TOTAL;2002;50.884230993940605
50 Zaragoza;TOTAL EDADES;TOTAL;2003;50.84670464642242
50 Zaragoza;TOTAL EDADES;TOTAL;2004;50.76168719005961
50 Zaragoza;TOTAL EDADES;TOTAL;2005;50.661132015893486
50 Zaragoza;TOTAL EDADES;TOTAL;2006;50.65813572182346
50 Zaragoza;TOTAL EDADES;TOTAL;2007;50.58927487554986
50 Zaragoza;TOTAL EDADES;TOTAL;2008;50.41603729837971
50 Zaragoza;TOTAL EDADES;TOTAL;2009;50.38137178415625
50 Zaragoza;TOTAL EDADES;TOTAL;2010;50.46606634252999
50 Zaragoza;TOTAL EDADES;TOTAL;2011;50.576220686820946
50 Zaragoza;TOTAL EDADES;TOTAL;2012;50.62946643084253
50 Zaragoza;TOTAL EDADES;TOTAL;2013;50.678698354243345
50 Zaragoza;TOTAL EDADES;TOTAL;2014;50.872867824657774
50 Zaragoza;TOTAL EDADES;TOTAL;2015;50.89403204582398
50 Zaragoza;TOTAL EDADES;TOTAL;2016;50.9624863362395
50 Zaragoza;TOTAL EDADES;TOTAL;2017;51.08926612451573
50 Zaragoza;TOTAL EDADES;TOTAL;2018;51.10665880472679
50 Zaragoza;TOTAL EDADES;TOTAL;2019;51.12030459431135
50 Zaragoza;TOTAL EDADES;TOTAL;2020;51.09631804945462
50 Zaragoza;TOTAL EDADES;TOTAL;2021;51.07209453285538
50 Zaragoza;TOTAL EDADES;TOTAL;2022;51.06794227875974
51 Ceuta;TOTAL EDADES;TOTAL;1998;49.939681351137736
51 Ceuta;TOTAL EDADES;TOTAL;1999;49.6431672636492
51 Ceuta;TOTAL EDADES;TOTAL;2000;48.83507662045959
51 Ceuta;TOTAL EDADES;TOTAL;2001;48.63001030464766
51 Ceuta;TOTAL EDADES;TOTAL;2002;48.53057043807122
51 Ceuta;TOTAL EDADES;TOTAL;2003;48.759525430062325
51 Ceuta;TOTAL EDADES;TOTAL;2004;48.94714281887106
51 Ceuta;TOTAL EDADES;TOTAL;2005;49.100642967213986
51 Ceuta;TOTAL EDADES;TOTAL;2006;49.14251064446817
51 Ceuta;TOTAL EDADES;TOTAL;2007;49.20172839183844
51 Ceuta;TOTAL EDADES;TOTAL;2008;49.10775433201101
51 Ceuta;TOTAL EDADES;TOTAL;2009;49.007295930040414
51 Ceuta;TOTAL EDADES;TOTAL;2010;48.78442274041625
51 Ceuta;TOTAL EDADES;TOTAL;2011;48.81397494415849
51 Ceuta;TOTAL EDADES;TOTAL;2012;48.88238234664001
51 Ceuta;TOTAL EDADES;TOTAL;2013;48.847707293894025
51 Ceuta;TOTAL EDADES;TOTAL;2014;48.97308240057438
51 Ceuta;TOTAL EDADES;TOTAL;2015;49.25768130733537
51 Ceuta;TOTAL EDADES;TOTAL;2016;49.306073190643524
51 Ceuta;TOTAL EDADES;TOTAL;2017;49.34733224261114
51 Ceuta;TOTAL EDADES;TOTAL;2018;49.289439067931966
51 Ceuta;TOTAL EDADES;TOTAL;2019;49.38249761138045
51 Ceuta;TOTAL EDADES;TOTAL;2020;49.47625947127146
51 Ceuta;TOTAL EDADES;TOTAL;2021;49.46178622316415
51 Ceuta;TOTAL EDADES;TOTAL;2022;49.55664906096226
52 Melilla;TOTAL EDADES;TOTAL;1998;49.14320889066347
52 Melilla;TOTAL EDADES;TOTAL;1999;49.14367018566987
52 Melilla;TOTAL EDADES;TOTAL;2000;48.725533102938286
52 Melilla;TOTAL EDADES;TOTAL;2001;49.08052159502246
52 Melilla;TOTAL EDADES;TOTAL;2002;49.15298334875116
52 Melilla;TOTAL EDADES;TOTAL;2003;49.26164497611849
52 Melilla;TOTAL EDADES;TOTAL;2004;49.34280169371912
52 Melilla;TOTAL EDADES;TOTAL;2005;49.11739555338382
52 Melilla;TOTAL EDADES;TOTAL;2006;49.21266318733083
52 Melilla;TOTAL EDADES;TOTAL;2007;49.29723502304147
52 Melilla;TOTAL EDADES;TOTAL;2008;49.14343298622775
52 Melilla;TOTAL EDADES;TOTAL;2009;49.30029948271169
52 Melilla;TOTAL EDADES;TOTAL;2010;48.94520872241366
52 Melilla;TOTAL EDADES;TOTAL;2011;48.702788113563386
52 Melilla;TOTAL EDADES;TOTAL;2012;48.55449122546471
52 Melilla;TOTAL EDADES;TOTAL;2013;48.592836912487
52 Melilla;TOTAL EDADES;TOTAL;2014;49.02909749257475
52 Melilla;TOTAL EDADES;TOTAL;2015;49.06407739764442
52 Melilla;TOTAL EDADES;TOTAL;2016;49.12235835677586
52 Melilla;TOTAL EDADES;TOTAL;2017;49.339294008360426
52 Melilla;TOTAL EDADES;TOTAL;2018;49.33668271902204
52 Melilla;TOTAL EDADES;TOTAL;2019;49.247863840808456
52 Melilla;TOTAL EDADES;TOTAL;2020;49.28338462951905
52 Melilla;TOTAL EDADES;TOTAL;2021;49.45224377180882
52 Melilla;TOTAL EDADES;TOTAL;2022;49.52448045086298
